,SeqId,TargetFullName,Target,UniProt,EntrezGeneSymbol,Units,Dilution,PlateScale_Reference,Function
1046,13389-8,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,0.5,1998.1,
1047,13392-13,Sodium/potassium-transporting ATPase subunit beta-1,AT1B1,P05026,ATP1B1,RFU,0.5,1504.5,
1048,13393-46,Derlin-1,DERL1,Q9BUN8,DERL1,RFU,20,863.9,
1049,13397-88,Beta-defensin 4A,HBD-2,O15263,DEFB4A,RFU,20,22993.3,
1050,13399-33,RELT-like protein 1,RELL1,Q8IUW5,RELL1,RFU,20,376.2,
1051,13403-5,ETS translocation variant 5,ETV5,P41161,ETV5,RFU,20,209.3,
1052,13405-61,Serine protease inhibitor Kazal-type 2,ISK2,P20155,SPINK2,RFU,20,638.5,
1053,13409-9,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,776.8,
1054,13411-21,E3 ubiquitin-protein ligase NRDP1,RNF41,Q9H4P4,RNF41,RFU,20,673.2,
1055,13412-5,WAP four-disulfide core domain protein 6,WFDC6,Q9BQY6,WFDC6,RFU,20,311.7,
1056,13416-8,Transmembrane protein 132D,T132D,Q14C87,TMEM132D,RFU,20,4519.7,
1057,13421-17,Protein kish-B,KISHB,Q9NRX6,TMEM167B,RFU,20,343.3,
1058,13422-66,Ecto-NOX disulfide-thiol exchanger 2,ENOX2,Q16206,ENOX2,RFU,20,1317.2,
1059,13423-94,Redox-regulatory protein FAM213A,CJ058,Q9BRX8,FAM213A,RFU,20,2635.7,
1060,13427-66,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC",MA1C1,Q9NR34,MAN1C1,RFU,0.5,830.2,
1061,13429-3,WAP four-disulfide core domain protein 10A,WF10A,Q9H1F0,WFDC10A,RFU,20,869.2,
1062,13430-50,Urea transporter 1,UT1,Q13336,SLC14A1,RFU,20,1646,
1064,13434-172,Alpha-parvin,PARVA,Q9NVD7,PARVA,RFU,20,1348.1,
1065,13435-31,Interleukin-20 receptor subunit beta,IL-20 Rb,Q6UXL0,IL20RB,RFU,20,6666.1,
1066,13436-54,Myc-associated zinc finger protein,MAZ,P56270,MAZ,RFU,20,462.1,
1067,13438-115,Chordin,CHRD,Q9H2X0,CHRD,RFU,0.5,3763.2,
1068,13439-6,IQ domain-containing protein F3,IQCF3,P0C7M6,IQCF3,RFU,20,1149,
1069,13441-30,Dixin,DIXC1,Q155Q3,DIXDC1,RFU,0.5,151.2,
1070,13449-25,Splicing factor 3B subunit 4,SF3B4,Q15427,SF3B4,RFU,20,274.3,
1071,13450-49,Ubiquitin carboxyl-terminal hydrolase 8,UBP8,P40818,USP8,RFU,20,946.7,
1072,13451-2,Fibronectin type III domain-containing protein 4,FNDC4,Q9H6D8,FNDC4,RFU,20,594.9,
1073,13452-113,Small integral membrane protein 13,SIM13,P0DJ93,SMIM13,RFU,20,799.8,
1074,13455-10,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,1557.1,
1075,13457-33,ETS-related transcription factor Elf-5,ELF5,Q9UKW6,ELF5,RFU,20,228.6,
1076,13459-30,Torsin-4A,CI167,Q9NXH8,TOR4A,RFU,20,629.6,
1077,13460-4,Chondroadherin,CHAD,O15335,CHAD,RFU,0.5,9313.9,
1078,13463-1,Peroxidasin homolog,PXDN,Q92626,PXDN,RFU,20,1373.9,
1079,13464-8,Nutritionally-regulated adipose and cardiac enriched protein homolog,NRAC,Q8N912,NRAC,RFU,20,1503.5,
1080,13465-5,Calcipressin-1,CCP1,P53805,RCAN1,RFU,20,961.8,
1081,13468-5,Neuralized-like protein 4,NEUL4,Q96JN8,NEURL4,RFU,20,1320.6,
1082,13470-43,Parathyroid hormone/parathyroid hormone-related peptide receptor,PTH1R,Q03431,PTH1R,RFU,20,1088.7,
1083,13472-35,Haloacid dehalogenase-like hydrolase domain-containing protein 2,HDHD2,Q9H0R4,HDHD2,RFU,0.5,997.6,
1084,13473-55,Inositol-trisphosphate 3-kinase A,IP3KA,P23677,ITPKA,RFU,20,713.7,
1085,13474-40,Glutathione S-transferase kappa 1,GSTK1,Q9Y2Q3,GSTK1,RFU,20,1495.2,
1086,13475-10,Ubiquitin-conjugating enzyme E2 D4,UB2D4,Q9Y2X8,UBE2D4,RFU,20,3844,
1087,13476-16,DNA/RNA-binding protein KIN17,KIN17,O60870,KIN,RFU,20,322.5,
1088,13477-65,Leukotriene B4 receptor 1,LT4R1,Q15722,LTB4R,RFU,20,742.8,
1089,13479-8,Protein FAM171A2,F1712,A8MVW0,FAM171A2,RFU,0.5,1020.3,
1090,13481-24,Transcription elongation factor A protein 2,TCEA2,Q15560,TCEA2,RFU,20,963.7,
1091,13482-14,CCR4-NOT transcription complex subunit 1,CNOT1,A5YKK6,CNOT1,RFU,20,1126.2,
1092,13484-69,Collagen alpha-1(I) chain,CO1A1,P02452,COL1A1,RFU,20,234.5,
1093,13485-20,Transmembrane protein 87B,TM87B,Q96K49,TMEM87B,RFU,20,2306.8,
1094,13486-9,Polycystin-2,PKD2,Q13563,PKD2,RFU,20,1759.9,
1095,13487-24,Protein unc-93 homolog B1,UN93B,Q9H1C4,UNC93B1,RFU,20,528.5,
1096,13488-3,Arfaptin-1,ARFP1,P53367,ARFIP1,RFU,20,939.6,
1097,13490-1,MAGUK p55 subfamily member 6,MPP6,Q9NZW5,MPP6,RFU,20,958.8,
1098,13491-40,"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta",PDE6D,O43924,PDE6D,RFU,20,2342.3,
1099,13492-44,"Stress-70 protein, mitochondrial",HSPA9B,P38646,HSPA9,RFU,20,3526.4,
1100,13493-5,"Glutamate receptor ionotropic, delta-1",GRID1,Q9ULK0,GRID1,RFU,20,444,
1101,13494-6,Ceramide synthase 5,CERS5,Q8N5B7,CERS5,RFU,20,308.5,
1102,13495-48,Hydroxycarboxylic acid receptor 2,HCAR2,Q8TDS4,HCAR2,RFU,20,2677.1,
1103,13496-19,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",HMCS1,Q01581,HMGCS1,RFU,20,9501.3,
1104,13497-34,Eukaryotic translation initiation factor 3 subunit J,EIF3J,O75822,EIF3J,RFU,20,1248,
1105,13498-1,Inositol oxygenase,MIOX,Q9UGB7,MIOX,RFU,20,1428.6,
1106,13499-30,Coagulation Factor VIII,Coagulation Factor VIII,P00451,F8,RFU,0.5,14505.8,
1107,13500-9,Fc_MOUSE,Fc_MOUSE,Q99LC4,NA,RFU,20,2431.5,
1108,13501-10,Solute carrier family 35 member G2,S35G2,Q8TBE7,SLC35G2,RFU,0.5,2400.1,
1109,13502-2,Sodium-independent sulfate anion transporter,S2611,Q86WA9,SLC26A11,RFU,20,1903.8,
1110,13503-19,PRA1 family protein 3,PRAF3,O75915,ARL6IP5,RFU,20,1009.6,
1111,13509-5,Secretory carrier-associated membrane protein 5,SCAM5,Q8TAC9,SCAMP5,RFU,20,620.6,
1112,13510-7,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,AT2A3,Q93084,ATP2A3,RFU,20,1472,
1113,13511-29,DNA-binding protein SATB1,SATB1,Q01826,SATB1,RFU,20,597.8,
1114,13512-28,Heterogeneous nuclear ribonucleoprotein R,HNRPR,O43390,HNRNPR,RFU,20,833.8,
1115,13513-174,E3 SUMO-protein ligase PIAS3,PIAS3,Q9Y6X2,PIAS3,RFU,20,357,
1116,13514-121,Ras-related protein Rab-35,Rab-1C,Q15286,RAB35,RFU,20,1202.7,
1117,13515-8,Regulation of nuclear pre-mRNA domain-containing protein 1A,RPR1A,Q96P16,RPRD1A,RFU,20,887.3,
1118,13516-46,ER membrane protein complex subunit 4,TMM85,Q5J8M3,EMC4,RFU,0.5,598.9,
1119,13517-3,Patched domain-containing protein 3,PTHD3,Q3KNS1,PTCHD3,RFU,20,367.9,
1120,13518-5,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",ASAP2,O43150,ASAP2,RFU,0.5,2086.5,
1121,13519-112,Rho guanine nucleotide exchange factor 25,ARHGP,Q86VW2,ARHGEF25,RFU,20,633.9,
1122,13522-20,Visinin-like protein 1,VISL1,P62760,VSNL1,RFU,20,817.8,
1123,13524-25,Heparan-sulfate 6-O-sulfotransferase 2,H6ST2,Q96MM7,HS6ST2,RFU,20,411.6,
1124,13525-17,Potassium voltage-gated channel subfamily G member 4,KCNG4,Q8TDN1,KCNG4,RFU,20,2536.5,
1125,13526-5,Lupus La protein,LA,P05455,SSB,RFU,20,467.9,
1126,13529-39,Nucleosome assembly protein 1-like 2,NP1L2,Q9ULW6,NAP1L2,RFU,0.5,1173.8,
1127,13530-5,Urotensin-2 receptor,UR2R,Q9UKP6,UTS2R,RFU,20,536.1,
1128,13532-25,Nuclear envelope phosphatase-regulatory subunit 1,NEPR1,Q8N9A8,CNEP1R1,RFU,20,458.1,
1129,13534-20,Myomesin-2,MYOM2,P54296,MYOM2,RFU,20,4236.1,
1130,13535-2,Collagen type IV alpha-3-binding protein,C43BP,Q9Y5P4,COL4A3BP,RFU,20,644.2,
1131,13536-56,DNA polymerase iota,POLI,Q9UNA4,POLI,RFU,20,275.6,
1132,13539-131,Small conductance calcium-activated potassium channel protein 1,KCNN1,Q92952,KCNN1,RFU,20,1015.3,
1133,13540-1,G-protein coupled receptor 26,GPR26,Q8NDV2,GPR26,RFU,20,1838.2,
1134,13541-1,Myc target protein 1,MYCT1,Q8N699,MYCT1,RFU,20,822.8,
1135,13544-9,Rho GTPase-activating protein 45,HMHA1,Q92619,HMHA1,RFU,20,2161.6,
1136,13545-97,Probable RNA-binding protein EIF1AD,EIF1A,Q8N9N8,EIF1AD,RFU,20,694.6,
1137,13548-53,Phosphatidate phosphatase PPAPDC1A,PPC1A,Q5VZY2,PPAPDC1A,RFU,20,587.5,
1138,13549-15,Disintegrin and metalloproteinase domain-containing protein 29,ADA29,Q9UKF5,ADAM29,RFU,20,886.7,
1139,13552-7,Switch-associated protein 70,SWP70,Q9UH65,SWAP70,RFU,20,1441.4,
1140,13553-4,DCN1-like protein 3,DCNL3,Q8IWE4,DCUN1D3,RFU,20,536.2,
1141,13554-78,Replication initiator 1,REPI1,Q9BWE0,REPIN1,RFU,20,721.9,
1142,13556-28,5-hydroxytryptamine receptor 2A,5HT2A,P28223,HTR2A,RFU,20,1199.6,
1143,13557-3,Nectin-3,Nectin 3,Q9NQS3,PVRL3,RFU,20,660.5,
1144,13561-5,5-hydroxytryptamine receptor 6,5HT6R,P50406,HTR6,RFU,20,2397.9,
1145,13563-259,Acyl-CoA-binding domain-containing protein 7,ACBD7,Q8N6N7,ACBD7,RFU,20,804.3,
1146,13565-2,Retinoblastoma-like protein 2,p130,Q08999,RBL2,RFU,0.5,1095.1,
1147,13566-2,RNA polymerase II subunit A C-terminal domain phosphatase SSU72,SSU72,Q9NP77,SSU72,RFU,20,322.1,
1148,13567-1,Dihydropyrimidinase-related protein 2,DPYL2,Q16555,DPYSL2,RFU,20,3615,
1149,13568-30,26S proteasome non-ATPase regulatory subunit 4,PSMD4,P55036,PSMD4,RFU,20,823.3,
1150,13570-43,Vigilin,VIGLN,Q00341,HDLBP,RFU,20,322.6,
1151,13572-43,26S proteasome non-ATPase regulatory subunit 11,PSD11,O00231,PSMD11,RFU,20,2488.2,
1152,13573-5,Actin-related protein 2/3 complex subunit 3,p21-ARC,O15145,ARPC3,RFU,20,2625.6,
1153,13574-50,Rho-related GTP-binding protein Rho6,RND1,Q92730,RND1,RFU,20,587.5,
1154,13575-40,Segment polarity protein dishevelled homolog DVL-2,DVL2,O14641,DVL2,RFU,0.5,6251.1,
1155,13577-25,Splicing factor U2AF 65 kDa subunit,U2AF2,P26368,U2AF2,RFU,20,1905.8,
1156,13580-2,UDP-N-acetylhexosamine pyrophosphorylase,Sperm-associated antigen 2,Q16222,UAP1,RFU,20,576.3,
1157,13583-19,Apoptotic protease-activating factor 1,Apaf-1,O14727,APAF1,RFU,20,3143.4,
1159,13588-11,Annexin A9,ANXA9,O76027,ANXA9,RFU,20,666.6,
1160,13589-10,Amyloid beta A4 precursor protein-binding family B member 3,APBB3,O95704,APBB3,RFU,20,1499.9,
1161,13590-1,"Oligoribonuclease, mitochondrial",ORN,Q9Y3B8,REXO2,RFU,0.5,1343.4,
1162,13591-31,DNA primase small subunit,PRI1,P49642,PRIM1,RFU,20,497,
1163,13594-158,ADP-ribosylation factor-binding protein GGA1,GGA1,Q9UJY5,GGA1,RFU,20,5487.6,
1164,13595-20,Thiamine-triphosphatase,THTPA,Q9BU02,THTPA,RFU,20,2067,
1165,13596-3,Ras-related protein Rab-27B,RB27B,O00194,RAB27B,RFU,20,1701.7,
1166,13597-20,Ras-related protein Rab-31,RAB31,Q13636,RAB31,RFU,20,892.3,
1167,13599-15,Rab9 effector protein with kelch motifs,RABEK,Q7Z6M1,RABEPK,RFU,20,1226.7,
1168,13602-6,NHP2-like protein 1,NH2L1,P55769,NHP2L1,RFU,20,675,
1169,13603-7,Rieske domain-containing protein,RFESD,Q8TAC1,RFESD,RFU,20,1782.2,
1170,13604-27,E3 ubiquitin-protein ligase NEURL1,NEUL1,O76050,NEURL1,RFU,20,1454.2,
1171,13605-16,Annexin A10,ANX10,Q9UJ72,ANXA10,RFU,20,2599.8,
1172,13609-11,General transcription factor II-I,GTF2I,P78347,GTF2I,RFU,20,249.7,
1173,13610-9,Melanoma-associated antigen 10,MAGE-10,P43363,MAGEA10,RFU,20,5640.3,
1174,13612-7,Cytohesin-interacting protein,CYTIP,O60759,CYTIP,RFU,20,198.8,
1175,13613-23,Adenylate kinase isoenzyme 5,Adenylate kinase isoenzyme 5,Q9Y6K8,AK5,RFU,20,269.6,
1176,13614-6,CREB-binding protein,CREB-binding protein,Q92793,CREBBP,RFU,0.5,6141.3,
1177,13615-60,Cytoplasmic protein NCK2,NCK2,O43639,NCK2,RFU,20,2185.3,
1178,13618-15,Mitotic spindle assembly checkpoint protein MAD1,MD1L1,Q9Y6D9,MAD1L1,RFU,20,1226.2,
1179,13620-10,ATPase ASNA1,ASNA,O43681,ASNA1,RFU,20,407.4,
1180,13621-31,AP-2 complex subunit alpha-2,AP2A2,O94973,AP2A2,RFU,20,10563.8,
1181,13622-16,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform,2A5A,Q15172,PPP2R5A,RFU,20,7984,
1182,13623-4,Histone-lysine N-methyltransferase 2D,MLL2,O14686,MLL2,RFU,20,1082.9,
1183,13624-17,NAD kinase,NADK,O95544,NADK,RFU,20,317.4,
1184,13625-19,Lupus La protein,LA,P05455,SSB,RFU,20,446.4,
1185,13628-58,Growth factor receptor-bound protein 14,GRB14,Q14449,GRB14,RFU,0.5,918.9,
1186,13629-25,Cysteine protease ATG4B,ATG4B,Q9Y4P1,ATG4B,RFU,20,3944.5,
1187,13631-1,Retinoblastoma-binding protein 5,RB binding protein 5,Q15291,RBBP5,RFU,20,1057.8,
1188,13632-10,Zyxin,Zyxin,Q15942,ZYX,RFU,0.5,3304.2,
1189,13634-209,Pirin,PIR,O00625,PIR,RFU,20,1407.7,
1190,13636-20,Nucleosome assembly protein 1-like 1,NP1L1,P55209,NAP1L1,RFU,20,6483.2,
1191,13639-101,General vesicular transport factor p115,USO1,O60763,USO1,RFU,20,413,
1192,13642-90,Interferon-induced protein with tetratricopeptide repeats 3,CIG49,O14879,IFIT3,RFU,20,445.2,
1193,13644-30,Hepatocyte growth factor-regulated tyrosine kinase substrate,HGS,O14964,HGS,RFU,20,892.9,
1194,13645-14,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16,PRP16,Q92620,DHX38,RFU,20,1354.9,
1195,13650-11,Kv channel-interacting protein 1,KCIP1,Q9NZI2,KCNIP1,RFU,20,2071.5,
1196,13651-54,E3 ubiquitin-protein ligase ZFP91,ZFP91,Q96JP5,ZFP91,RFU,20,661.9,
1197,13652-2,TOM1-like protein 1,TM1L1,O75674,TOM1L1,RFU,0.5,1123.8,
1198,13653-335,O-acetyl-ADP-ribose deacetylase MACROD1,MACD1,Q9BQ69,MACROD1,RFU,20,1345.9,
1199,13654-1,Rho-associated protein kinase 2,ROCK2,O75116,ROCK2,RFU,20,353.1,
1200,13655-34,Nucleolin,Nucleolin,P19338,NCL,RFU,20,429.7,
1201,13657-2,Bifunctional polynucleotide phosphatase/kinase,PNKP,Q96T60,PNKP,RFU,20,304.1,
1202,13658-31,Platelet-derived growth factor C,PDGF-CC,Q9NRA1,PDGFC,RFU,20,1821.7,
1203,13659-36,Manganese-transporting ATPase 13A1,AT131,Q9HD20,ATP13A1,RFU,0.5,29395.2,
1204,13665-35,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha,"PP2A, subunit B",Q06190,PPP2R3A,RFU,20,1114.6,
1205,13666-222,Carbonic anhydrase-related protein 10,Carbonic Anhydrase X,Q9NS85,CA10,RFU,20,1395,
1206,13669-6,Fibroblast growth factor receptor 3,FGFR-3,P22607,FGFR3,RFU,20,9665.5,
1207,13671-40,Neutrophil elastase,Elastase,P08246,ELANE,RFU,0.5,40306.6,
1208,13672-3,Heat shock 70 kDa protein 6,HSP76,P17066,HSPA6,RFU,20,1584.8,
1210,13676-46,Inhibin beta B chain,Inhibin bB chain,P09529,INHBB,RFU,20,13859.7,
1211,13680-3,NGFI-A-binding protein 2,NAB2,Q15742,NAB2,RFU,20,301.2,
1212,13681-173,Casein kinase II subunit alpha',CSK22,P19784,CSNK2A2,RFU,20,601.2,
1213,13682-47,Macrophage colony-stimulating factor 1 receptor,M-CSF R,P07333,CSF1R,RFU,0.005,3855.9,
1214,13686-2,Interleukin-5 receptor subunit alpha,IL-5 Ra,Q01344,IL5RA,RFU,20,1857,
1215,13688-2,Calcyphosin-like protein,CAPSL,Q8WWF8,CAPSL,RFU,20,608.6,
1216,13689-2,Ornithine decarboxylase,Ornithine decarboxylase,P11926,ODC1,RFU,20,1687.3,
1218,13692-154,WNT1-inducible-signaling pathway protein 1,WISP-1,O95388,WISP1,RFU,20,613.1,
1219,13694-24,Cytokine receptor-like factor 2,TSLP R,Q9HC73,CRLF2,RFU,20,304.5,
1220,13697-51,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",GPDA,P21695,GPD1,RFU,0.5,3912.8,
1221,13698-28,Dyslexia-associated protein KIAA0319-like protein,K319L,Q8IZA0,KIAA0319L,RFU,20,764.4,
1222,13700-10,Annexin A2,annexin II,P07355,ANXA2,RFU,20,8461.9,
1223,13704-5,"Hydroxymethylglutaryl-CoA synthase, mitochondrial",HMCS2,P54868,HMGCS2,RFU,20,1102.1,
1224,13711-10,Clathrin heavy chain 1,CLH1,Q00610,CLTC,RFU,20,841.7,
1225,13713-164,Vesicle-trafficking protein SEC22a,SC22A,Q96IW7,SEC22A,RFU,20,602.1,
1226,13717-15,Ficolin-2,FCN2,Q15485,FCN2,RFU,0.5,16696.8,
1227,13719-19,Serine/threonine-protein kinase PAK 4,PAK4,O96013,PAK4,RFU,20,1871.9,
1228,13720-95,Myeloblastin,Proteinase-3,P24158,PRTN3,RFU,0.5,2479.8,
1229,13724-27,Fibroblast growth factor 19,FGF-19,O95750,FGF19,RFU,20,9073.7,
1230,13726-4,T-lymphocyte activation antigen CD80,B7,P33681,CD80,RFU,20,441.7,
1231,13727-44,Speckle-type POZ protein,SPOP,O43791,SPOP,RFU,20,804,
1232,13728-19,Endoplasmic reticulum resident protein 29,ERP29,P30040,ERP29,RFU,0.5,1125.4,
1233,13729-26,Sideroflexin-5,SFXN5,Q8TD22,SFXN5,RFU,20,525.1,
1234,13733-5,Interleukin-12 subunit beta,IL-12 p40,P29460,IL12B,RFU,20,300.6,
1235,13735-1,Rap1 GTPase-activating protein 1,RPGP1,P47736,RAP1GAP,RFU,20,558.2,
1236,13738-8,Inhibin beta A chain,Inhibin bA chain,P08476,INHBA,RFU,20,1305.1,
1237,13740-51,Secreted frizzled-related protein 3,sFRP-3,Q92765,FRZB,RFU,0.5,2014.4,
1238,13743-56,Cullin-4B,CUL4B,Q13620,CUL4B,RFU,20,544.9,
1239,13744-37,Interleukin-3 receptor subunit alpha,IL-3 Ra,P26951,IL3RA,RFU,20,7203,
1240,13745-10,Polycystin-2,PKD2,Q13563,PKD2,RFU,20,277.8,
1241,13748-4,C-C motif chemokine 8,MCP-2,P80075,CCL8,RFU,20,324.3,
1242,13926-1,RecQ-mediated genome instability protein 1,RMI1,Q9H9A7,RMI1,RFU,20,1539.2,
1243,13929-27,Peroxisomal carnitine O-octanoyltransferase,OCTC,Q9UKG9,CROT,RFU,20,442.4,
1244,13930-3,DNA dC->dU-editing enzyme APOBEC-3G,ABC3G,Q9HC16,APOBEC3G,RFU,20,558.7,
1245,13932-45,Rho guanine nucleotide exchange factor 7,COOL-1,Q14155,ARHGEF7,RFU,20,1848.5,
1246,13933-276,NGFI-A-binding protein 1,NAB1,Q13506,NAB1,RFU,0.5,6494.2,
1247,13934-3,Guanine nucleotide exchange factor DBS,MCF2L,O15068,MCF2L,RFU,20,549.9,
1248,13936-24,Phosphoglycerate kinase 2,PGK2,P07205,PGK2,RFU,20,266.4,
1249,13937-75,Cullin-associated NEDD8-dissociated protein 1,CAND1,Q86VP6,CAND1,RFU,0.5,2309.9,
1251,13940-19,Gamma-interferon-inducible protein 16,IP16,Q16666,IFI16,RFU,20,1512.4,
1252,13941-82,"Phenylalanine--tRNA ligase, mitochondrial",SYFM,O95363,FARS2,RFU,20,1729.6,
1253,13942-140,SPRY domain-containing SOCS box protein 1,SPSB1,Q96BD6,SPSB1,RFU,20,507.4,
1254,13943-38,Protein dpy-30 homolog,DPY30,Q9C005,DPY30,RFU,20,5341.9,
1255,13944-3,Sulfotransferase 1A3,SULT 1A3,P0DMM9,SULT1A3,RFU,20,346.8,
1256,13946-8,Probable ATP-dependent RNA helicase DDX23,DDX23,Q9BUQ8,DDX23,RFU,20,1742.1,
1257,13947-371,Peroxisomal NADH pyrophosphatase NUDT12,NUD12,Q9BQG2,NUDT12,RFU,20,1068.6,
1258,13948-50,Gamma-aminobutyric acid type B receptor subunit 2,GABR2,O75899,GABBR2,RFU,20,1044.2,
1259,13950-9,Collagen type IV alpha-3-binding protein,C43BP,Q9Y5P4,COL4A3BP,RFU,20,936.8,
1260,13954-9,Glucosamine 6-phosphate N-acetyltransferase,GNA1,Q96EK6,GNPNAT1,RFU,20,939.4,
1261,13955-33,Death-associated protein kinase 1,DAPK1,P53355,DAPK1,RFU,20,358.9,
1262,13958-5,Probable RNA-binding protein 46,RBM46,Q8TBY0,RBM46,RFU,20,320,
1263,13959-7,Cytosol aminopeptidase,LAP,P28838,LAP3,RFU,20,12314.7,
1264,13960-15,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",AGAP3,Q96P47,AGAP3,RFU,20,782,
1265,13961-18,Kinesin-like protein KIF3A,KIF3A,Q9Y496,KIF3A,RFU,0.5,7892.4,
1266,13963-7,Toll-interacting protein,tollip,Q9H0E2,TOLLIP,RFU,20,2136.4,
1267,13966-30,Myomesin-3,MYOM3,Q5VTT5,MYOM3,RFU,20,2981.9,
1268,13967-14,"Thioredoxin reductase 1, cytoplasmic",Thioredoxin reductase 1,Q16881,TXNRD1,RFU,0.5,2317.8,
1269,13969-24,Importin subunit alpha-7,IMA7,O60684,KPNA6,RFU,20,1308.2,
1270,13972-4,17-beta-hydroxysteroid dehydrogenase 14,DHB14,Q9BPX1,HSD17B14,RFU,20,965.3,
1271,13973-62,Tubulin--tyrosine ligase,TTL,Q8NG68,TTL,RFU,20,456.7,
1272,13975-56,Liprin-alpha-1,LIPA1,Q13136,PPFIA1,RFU,20,475.8,
1273,13976-9,Rho guanine nucleotide exchange factor 1,ARHG1,Q92888,ARHGEF1,RFU,20,495.9,
1274,13977-28,BRCA1-associated RING domain protein 1,BARD1,Q99728,BARD1,RFU,20,424.2,
1275,13978-122,T-box transcription factor TBX3,Tbx3,O15119,TBX3,RFU,20,213.7,
1276,13979-3,Anion exchange transporter,S26A7,Q8TE54,SLC26A7,RFU,20,857.2,
1277,13982-33,Regulator of G-protein signaling 18,RGS18,Q9NS28,RGS18,RFU,20,302.2,
1278,13983-27,Quinone oxidoreductase,QOR,Q08257,CRYZ,RFU,20,2851.7,
1279,13984-23,ATP-dependent RNA helicase DDX25,DDX25,Q9UHL0,DDX25,RFU,20,417.2,
1280,13985-12,E3 ubiquitin-protein ligase SMURF2,SMUF2,Q9HAU4,SMURF2,RFU,20,420.5,
1281,13986-6,LanC-like protein 1,LANC1,O43813,LANCL1,RFU,20,844.1,
1282,13988-67,NmrA-like family domain-containing protein 1,NMRL1,Q9HBL8,NMRAL1,RFU,20,1160.8,
1283,13990-1,"Pyruvate carboxylase, mitochondrial",pyruvate carboxylase,P11498,PC,RFU,20,511.7,
1284,13991-47,Eukaryotic translation initiation factor 4 gamma 3,IF4G3,O43432,EIF4G3,RFU,20,2019.1,
1285,13992-12,Vesicle-fusing ATPase,NSF,P46459,NSF,RFU,0.5,1325.2,
1286,13993-20,Band 4.1-like protein 1,E41L1,Q9H4G0,EPB41L1,RFU,20,9648.9,
1287,13994-1,rRNA 2'-O-methyltransferase fibrillarin,FBRL,P22087,FBL,RFU,20,3057,
1288,13996-16,Phosphopantothenoylcysteine decarboxylase,COAC,Q96CD2,PPCDC,RFU,20,766.1,
1289,13998-26,Adenylosuccinate synthetase isozyme 1,PURA1,Q8N142,ADSSL1,RFU,20,1062.4,
1290,14002-18,Dedicator of cytokinesis protein 9,DOCK9,Q9BZ29,DOCK9,RFU,20,468.6,
1291,14005-2,Chromodomain-helicase-DNA-binding protein 7,CHD7,Q9P2D1,CHD7,RFU,20,291.4,
1292,14006-36,Glycine N-methyltransferase,GNMT,Q14749,GNMT,RFU,20,1119.3,
1293,14007-22,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,PAPS1,O43252,PAPSS1,RFU,20,967.6,
1294,14008-22,mRNA-decapping enzyme 1A,DCP1A,Q9NPI6,DCP1A,RFU,20,1298.8,
1295,14011-17,Protein S100-A11,S100A11,P31949,S100A11,RFU,20,2810,
1296,14012-17,Probable ATP-dependent RNA helicase DHX58,LGP2,Q96C10,DHX58,RFU,20,1918.4,
1297,14013-11,TRAF family member-associated NF-kappa-B activator,TANK,Q92844,TANK,RFU,20,735.4,
1298,14019-73,Envoplakin,EVPL,Q92817,EVPL,RFU,20,5162.2,
1299,14021-81,Mediator of RNA polymerase II transcription subunit 4,MED4,Q9NPJ6,MED4,RFU,20,989.9,
1300,14024-196,"Ectodysplasin-A, secreted form",EDA,Q92838,EDA,RFU,20,1210.4,
1301,14025-18,Tumor necrosis factor receptor superfamily member 9,4-1BB,Q07011,TNFRSF9,RFU,20,347.4,
1302,14026-24,Interleukin-17F,IL-17F,Q96PD4,IL17F,RFU,20,755.4,
1303,14028-22,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha,P3C2A,O00443,PIK3C2A,RFU,20,3695.3,
1304,14029-42,COP9 signalosome complex subunit 2,CSN2,P61201,COPS2,RFU,0.5,2650.7,
1305,14034-22,Tumor-associated calcium signal transducer 2,GA733-1 protein,P09758,TACSTD2,RFU,20,499.6,
1306,14035-13,T-lymphoma invasion and metastasis-inducing protein 1,TIAM1,Q13009,TIAM1,RFU,20,268.6,
1307,14036-116,Multiple PDZ domain protein,MPDZ,O75970,MPDZ,RFU,20,194.7,
1308,14037-18,Ran-binding protein 3,RANB3,Q9H6Z4,RANBP3,RFU,20,1200.7,
1309,14039-33,Kallikrein-5,kallikrein 5,Q9Y337,KLK5,RFU,20,545.8,
1310,14043-12,Early endosome antigen 1,EEA1,Q15075,EEA1,RFU,20,1261.1,
